artist_name,track_name
Chris Cagle,Got My Country On
Nirvana,Where Did You Sleep Last Night
Kendrick Lamar,The Recipe (Black Hippy Remix) - Bonus Track
Otis Redding,My Girl - Remastered Mono
Sigala,Sweet Lovin' - Radio Edit
Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty & The Heartbreakers) - Remastered
The Kooks,Seaside
The Rolling Stones,Angie - Remastered
Lady Gaga,You And I
Ricegum,God Church
Mike Stud,These Days (Remix) [feat. Marcus Stroman]
Logic,America
James Gang,Funk #49
Hott Headzz,Hmmm
Matt and Kim,Cameras
Casey James,Crying on a Suitcase
Lunice,Higher Ground
PnB Rock,Plans
Eminem,Guts Over Fear
Bruno Mars,Chunky
Wallpaper.,Hesher
Desiigner,Liife
Whitney Houston,Saving All My Love for You
Tyga,1 of 1
The Chainsmokers,Bloodstream
Toby Keith,The Taliban Song
Panic! At The Disco,Camisado
Ariana Grande,Honeymoon Avenue
Pure Prairie League,Amie - Remastered 1988
Lil Pump,Movin (feat. Smokepurpp)
Skee-Lo,I Wish
Santana,Maria Maria - Radio Mix
Fais,Hey
Matisyahu,One Day - New Album Version
Aminé,Yellow
Bando Jonez,Sex You
Dixie Chicks,Ready to Run
Karen Harding,Say Something - Zac Samuel Remix
Dixie Chicks,There's Your Trouble
Talking Heads,This Must Be The Place (Naive Melody) - 2005 Remastered Version
One Direction,Live While We're Young
James Morrison,Broken Strings
Lorde,400 Lux
Aerosmith,Pink
Lee Brice,Boy
Kenny Wayne Shepherd,Blue On Black
Ella Vos,White Noise (R3hab Remix)
Phoebe Ryan,Mine
Miguel,Do You...
2 Chainz,Crack
"Tyler, The Creator",IFHY
Basshunter,All I Ever Wanted - Radio Edit
Maluma,Felices los 4
George Strait,Run
Future,Keep Quiet
Junior,Best Friend
Aerosmith,Rag Doll
Kings of Leon,Radioactive
H.E.R.,Losing
Too $hort,Shake That Monkey
Jake Owen,Drivin' All Night
The Veronicas,Untouched
Jaymes Young,I'll Be Good
The Goo Goo Dolls,Here Is Gone
Young Thug,Swizz Beatz
21 Savage,Money Convo
Sick Puppies,You're Going Down
Macy Gray,I Try
Eric Church,Hell On The Heart
Jeremy Passion,Lemonade - Ukulele Version
Ace Hood,We Outchea
Berner,20 Joints
Wale,Bad (feat. Tiara Thomas)
Who Is Fancy,Boys Like You
Russ,Take It All in (feat. Rexx Life Raj)
Florence + The Machine,Cosmic Love
Kevin Hart,Push It On Me
Kendrick Lamar,The Spiteful Chant
Escape the Fate,Situations
Savage Garden,I Knew I Loved You
DJ Crazy J Rodriguez,Party & Bullshit In The USA
Sage The Gemini,Swerve
The Rolling Stones,Can't You Hear Me Knocking - Remastered
Taylor Swift,Haunted
Yelawolf,Till It's Gone
Brett Eldredge,Fire
Oh Wonder,Drive
Snoop Dogg,French Inhale - feat. Mike Posner
Rob Thomas,Hold On Forever
Hannah Montana,True Friend
Waka Flocka Flame,50K Remix (feat. T.I.)
Cake,Short Skirt / Long Jacket
iLoveMemphis,Lean and Dabb
Luke Bryan,You Don't Know Jack
Jana Kramer,Circles
Nickelback,Animals
Thompson Square,Everything I Shouldn't Be Thinking About
Kyla La Grange,Cut Your Teeth - Kygo Remix
Adele,One And Only
Judah & the Lion,Take It All Back
Elvis Presley,Jailhouse Rock
JAY Z,Why I Love You
Meek Mill,Off The Corner (feat. Rick Ross)
HONNE,The Night
Kodak Black,Don't Wanna Breathe
Luke Bryan,Like We Ain't Ever
SZA,Supermodel
Keke Palmer,Bottoms Up
Mike Posner,Looks Like Sex
Pink Floyd,Any Colour You Like
Bob Seger,Night Moves
A$AP Ferg,Shabba REMIX
Twenty One Pilots,"Friend, Please"
Wiz Khalifa,Elevated
blackbear,moodz (feat. 24hrs)
A$AP Ferg,Trap And A Dream
Trick Daddy,Sugar (Gimme Some) [feat. Cee-Lo & Ludacris]
The Civil Wars,Poison & Wine
Mariah Carey,Heartbreaker
Avicii,Addicted To You
The Goo Goo Dolls,Name
Greg Bates,Did It For The Girl
John Denver,"Leaving, on a Jet Plane"
MiC LOWRY,Oh Lord
Jay & The Americans,Come A Little Bit Closer
DJ Khaled,Iced Out My Arms
Yellow Claw,DJ Turn It Up
Luke Bryan,Here's To The Farmer
The Isley Brothers,"Shout, Pts. 1 & 2"
Macklemore,Good Old Days (feat. Kesha)
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix
5 Seconds of Summer,Mrs All American
Kygo,Nothing Left
Playboi Carti,New Choppa
Scotty McCreery,I Love You This Big
Gorillaz,DARE
Lily Allen,Fuck You
PnB Rock,Questions
Mumford & Sons,Broken Crown
Rihanna,American Oxygen
5 Seconds of Summer,Don't Stop
Santana,Evil Ways
Joe Nichols,The Impossible
The Pretty Reckless,Heaven Knows
Drake,Nothings Into Somethings
Brad Paisley,Anything Like Me
Faces,Stay With Me
K CAMP,5 Minutes
Keith Urban,Where The Blacktop Ends
Brooks & Dunn,Cowgirls Don't Cry
Pixies,Here Comes Your Man
Lorde,Liability
Ed Sheeran,This
Danny Brown,Grown Up
Birdman,Pop Bottles - Main
Eagles,Seven Bridges Road - Live Version
Travis Scott,Don't Play
Culture Club,Karma Chameleon - 2002 - Remaster
Wiz Khalifa,Say Yeah
The Black Keys,Fever
Christopher Wilde,Hero
Dustin Lynch,Wild In Your Smile
O.A.R.,Love and Memories
Avril Lavigne,When You're Gone
The Allman Brothers Band,Melissa
Cher Lloyd,I Wish
Thirty Seconds To Mars,Kings and Queens
Tim McGraw,She's My Kind of Rain
Murda Beatz,Growth
Lenny Kravitz,Again
Aaron Carter,I Want Candy
dvsn,With Me
Ozzy Osbourne,Mr. Crowley
Ol' Dirty Bastard,Got Your Money (feat. Kelis)
Hollywood Undead,Bullet
Tenacious D,Tribute
Casey Donahew,White Trash Story
Lorde,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” / Soundtrack
Arctic Monkeys,I Wanna Be Yours
Daughtry,September
2 Chainz,Ounces Back
deadmau5,Strobe - Radio Edit
Rae Sremmurd,Do Yoga
blackbear,I Needed You
Iron Maiden,Fear Of The Dark - 1998 Remastered Version
Eric Church,Livin' Part Of Life
Red Hot Chili Peppers,Around The World
LL Cool J,Headsprung
Plies,Bust It Baby Part 2 (feat. Ne-Yo )
James Brown,Get Up Offa That Thing
Jhene Aiko,Lyin King
Frank Ocean,Pretty Sweet
Mayday Parade,Miserable At Best
Smokey Robinson & The Miracles,The Tears Of A Clown
Zendaya,Something New
James Taylor,How Sweet It Is [To Be Loved By You]
Vance Joy,Riptide - FlicFlac Edit
A$AP Rocky,r - Cali
Jim Croce,I Got A Name
Old Dominion,Not Everything's About You
Kanye West,Welcome To Heartbreak
Jack Ü,To Ü (feat. AlunaGeorge)
Eric Bellinger,I Don't Want Her (feat. Problem)
Sammy Kershaw,She Don't Know She's Beautiful
Foo Fighters,Monkey Wrench
A$AP Mob,Bachelor
Taylor Swift,Last Kiss
Sam Cooke,Bring It On Home To Me
Percy Sledge,When A Man Loves A Woman
Harry Styles,Only Angel
Bebe Rexha,I'm Gonna Show You Crazy
Eminem,W.T.P.
Waka Flocka Flame,For My Dawgs - Explicit Album Version
Imagine Dragons,My Fault
Colt Ford,Dirt Road Anthem (feat. Brantley Gilbert)
Frank Ocean,Futura Free
The Neighbourhood,Wires
Lil Uzi Vert,Two®
Vampire Weekend,The Kids Don't Stand A Chance
KT Tunstall,Black Horse and the Cherry Tree - Radio Version
The Rolling Stones,Jumpin' Jack Flash - Mono / Remastered
Justin Timberlake,Like I Love You
Shawn Mendes,Understand
Nelly,E.I.
Hippo Campus,way it goes
Akon,Locked Up
Axwell /\ Ingrosso,Something New
Rich Homie Quan,Walk Thru (feat. Problem)
Kevin Gates,Paper Chasers
Creedence Clearwater Revival,Born On The Bayou
deadmau5,The Veldt - Radio Edit
Keith Urban,You'll Think Of Me
Bear's Den,Above The Clouds Of Pompeii
Louis The Child,It's Strange
Eagles,Take It To The Limit
Jennifer Lopez,All I Have
Trampled By Turtles,Wait So Long
Luke Bryan,"Been There, Done That"
blink-182,Bored To Death
Lil Yachty,Better
Twenty One Pilots,Addict With A Pen
The xx,Angels
The Barden Bellas,Pool Mashup: Just The Way You Are/Just A Dream
Citizen Cope,Son's Gonna Rise - New Radio Mix
Logan Mize,Can't Get Away from a Good Time
Akon,Hypnotized
Sinead Harnett,If You Let Me
Kings of Leon,Reverend
Howie Day,Collide - Acoustic Version
Nicki Minaj,Right By My Side
Michelle Branch,Breathe
P!nk,Stupid Girls
Robyn,Show Me Love - Radio Version
Van Halen,Unchained
Divinyls,I Touch Myself
Roxette,Listen To Your Heart
Little Big Town,Your Side Of The Bed
U2,Ordinary Love
Parmalee,Roots
Wrabel,11 Blocks
blackbear,if i could i would feel nothing
Dropkick Murphys,I'm Shipping Up To Boston
T.I.,Memories Back Then
Neon Trees,Sleeping With A Friend
Florida Georgia Line,Good Good
Eric Bellinger,G.O.A.T.
Meek Mill,FYM (feat. Boosie BadAzz)
Jon Bellion,He Is The Same
John Michael Montgomery,Letters From Home
Mumford & Sons,Snake Eyes
Passion Pit,Moth's Wings
Shinedown,State Of My Head
Kanye West,Through The Wire
Dave Matthews Band,Satellite
Maroon 5,It Was Always You
Taylor Swift,Today Was A Fairytale
Sawyer Brown,Some Girls Do
Guns N' Roses,Mr. Brownstone
J. Cole,Lost Ones
Kelsea Ballerini,XO
The Beatles,Back In The U.S.S.R. - Remastered
Ariana Grande,Right There
James Taylor,Sweet Baby James
Trevor Wesley,Chivalry Is Dead
DJ Khaled,Jermaine's Interlude
SoMo,Bad Chick
Fleetwood Mac,Don't Stop - Remastered
The Staple Singers,I'll Take You There
Denzel Curry,ULT
Lil Uzi Vert,Feelings Mutual
Ed Sheeran,Make It Rain
Ugly God,Fuck Ugly God
Lily Allen,Somewhere Only We Know
Demi Lovato,Made In The USA
Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack"
Keith Urban,Sun Don't Let Me Down
Ozzy Osbourne,No More Tears
deadmau5,Raise Your Weapon - Original Mix
The Black Crowes,Hard To Handle
Van Halen,Why Can't This Be Love
Kevin Gates,Imagine That
War,Spill the Wine
The Smiths,This Charming Man - 2011 Remastered Version
Galantis,In My Head
Kanye West,Everything I Am
Chris Janson,Holdin' Her
John Fogerty,Centerfield
Cash Cash,How To Love (feat. Sofia Reyes)
Drake,Uptown
Enrique Iglesias,Bailamos - Wild Wild West/Soundtrack Version
Jimi Hendrix,Foxey Lady
Imagine Dragons,Dream
Pink Floyd,The Great Gig in the Sky
Ty Dolla $ign,3 Wayz (feat. Travis Scott)
Little Big Town,Tornado
Lil Wayne,Krazy
Sammy Adams,L.A. Story
Glass Animals,Black Mambo
Amy Winehouse,Tears Dry On Their Own
YG,I Be On
Eagles,Peaceful Easy Feeling
Juicy J,No English
Lady Gaga,Alejandro
Steve Aoki,Freak - feat. Steve Bays
Wiz Khalifa,Go Hard or Go Home
David Guetta,Sexy Chick - feat. Akon
Bush,Everything Zen - Remastered
Big Sean,Mula Remix
Fuel,Hemorrhage (In My Hands)
U2,Sunday Bloody Sunday - Remastered 2008
Trey Songz,Love Faces
Corey Hart,Sunglasses At Night
Westside Connection,Gangsta Nation
Hozier,Foreigner's God
Riff Raff,Tip Toe Wing In My Jawwwdinz
JAY Z,03' Bonnie & Clyde
Flosstradamus,TTU (Too Turnt Up)
Ed Sheeran,Even My Dad Does Sometimes
The Beatles,Help! - Remastered
Big & Rich,Lost In This Moment
Rooney,When Did Your Heart Go Missing?
Lindsay Lohan,Drama Queen (That Girl) - Original Version
The Band Perry,DONE.
Rise Against,Hero Of War
Thirty Seconds To Mars,This Is War
Tritonal,Untouchable
Kelly Clarkson,Mr. Know It All
The Offspring,Come Out And Play (Keep ‘Em Separated)
Tears For Fears,Mad World
Shinedown,Call Me
Justin Bieber,Stuck In The Moment
Cheap Trick,I Want You to Want Me
Ghostland Observatory,Sad Sad City
Keys N Krates,Keep It 100
WALK THE MOON,Quesadilla
Lonestar,My Front Porch Looking In
Missy Elliott,I'm Better (feat. Lamb)
Kendrick Lamar,FEEL.
Chris Lane,Her Own Kind Of Beautiful
Kendrick Lamar,Hood Politics
Tech N9ne,The Beast
The Vapors,Turning Japanese
Jason Derulo,Cheyenne
Volbeat,The Devil's Bleeding Crown
Train,Bruises
Brand New,Jesus Christ
JAY Z,Dirt Off Your Shoulder / Lying From You
The Cadillac Three,Drunk Like You
Sean Paul,She Doesn't Mind
Gin Blossoms,Til I Hear It From You
Bon Jovi,Bed Of Roses
Jon Bellion,Luxury
P.O.D.,Boom
Thomas Gold,Magic
Trey Songz,Foreign
Lil Uzi Vert,Baby Are You Home
Ramones,I Wanna Be Sedated - Remastered
Gwen Stefani,Used To Love You
Future,When I Was Broke
Sia,Breathe Me
Clean Bandit,Tears (feat. Louisa Johnson)
Shawn Mendes,A Little Too Much
Future,Rotation
Logic,Never Been
Kehlani,Runnin' - Interlude
Ashley Tisdale,He Said She Said
The Beatles,Day Tripper - Remastered 2015
Bonnie McKee,American Girl
Gucci Mane,Gucci Please
Judy Kuhn,Colors Of The Wind
Britney Spears,Sometimes
The Flaming Lips,She Don't Use Jelly
Sam Smith,Lay Me Down
Color Me Badd,I Wanna Sex You Up - Single Mix
alt-J,Tessellate
Ludacris,Party Girls
Kid Rock,Only God Knows Why - Explicit LP Version
Bob Marley & The Wailers,Redemption Song
Kehlani,Advice
Logic,Contact
Buckcherry,Sorry
Kanye West,Diamonds From Sierra Leone - Remix - Album Version (Explicit)
Dave Matthews Band,#41
Matchbox Twenty,3 am - Remastered Version
Brooks & Dunn,Brand New Man
Red Hot Chili Peppers,The Getaway
Azealia Banks,212
Timeflies,I Choose U
Flo Rida,Wobble
A$AP Rocky,Purple Swag
Quality Control,On Me
Daft Punk,Lose Yourself to Dance
Breaking Benjamin,Blow Me Away - Soundtrack Version
The Whitest Boy Alive,Burning
Chris Young,When She's On
Ozuna,Dile Que Tu Me Quieres
Luke Bryan,Just A Sip
Halestorm,I Miss The Misery
Rockwell,Somebody's Watching Me - Single Version
SZA,The Weekend
Klingande,RIVA (Restart the Game) - Radio Edit
Shontelle,T-Shirt - Main
LunchMoney Lewis,Bills
Martina McBride,This One's for the Girls
Pentatonix,Radioactive
Eminem,So Bad
DJ Drama,"So Many Girls (feat. Wale, Tyga & Roscoe Dash)"
Lynyrd Skynyrd,Saturday Night Special
Yellow Claw,Catch Me (feat. Naaz)
Fleetwood Mac,Second Hand News - Remastered
Jeezy,Seen It All
Selena Gomez & The Scene,A Year Without Rain
John Denver,Thank God I'm a Country Boy
Boys Like Girls,Two Is Better Than One
JoJo,Baby It's You
The Lovin' Spoonful,Do You Believe in Magic
Florida Georgia Line,"Good Girl, Bad Boy"
Joan Jett,I Hate Myself for Loving You
MIKA,Grace Kelly
Nirvana,In Bloom - Nevermind Version
Ace Hood,We Don't (feat. Rich Homie Quan)
Slightly Stoopid,Closer to the Sun
Young Thug,She Wanna Party (feat. Millie Go Lightly)
Florence + The Machine,Ship To Wreck
Muse,Starlight
Lana Del Rey,Radio
Kevin Gates,Satellites
Brooks & Dunn,Ain't Nothing 'Bout You
Birdman,Money To Blow - Street Version
Rag'n'Bone Man,Human
Jason Michael Carroll,Livin' Our Love Song
Romeo Santos,Propuesta Indecente
Kevin Gates,John Gotti
Cage The Elephant,In One Ear
Boston,Smokin'
Faith Hill,I Need You
Method Man,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix
Chris Stapleton,Either Way
Ms. Lauryn Hill,Doo Wop (That Thing)
112,Dance With Me
YG,Really Be (Smokin N Drinkin)
Baaba Maal,There Will Be Time
Rainbow,Since You Been Gone
Rehab,1980
Baauer,Harlem Shake
Aaron Tippin,Kiss This
Dixie Chicks,Long Time Gone
Alicia Keys,Like You'll Never See Me Again - Main
Cults,Go Outside
Steve Holy,Good Morning Beautiful
Yellowcard,Only One
Sugarland,Stay
Frank Ocean,Nikes
SG Lewis,Warm
The Doors,People Are Strange
The Wreckers,Leave The Pieces
George Harrison,My Sweet Lord
Linkin Park,CASTLE OF GLASS
The Killers,The Man
Maxwell,Pretty Wings - uncut
Selena Gomez,Birthday
Ed Sheeran,I'm A Mess
Kent Jones,Alright
Kid Cudi,Rose Golden
Wale,Scarface Rozay Gotti
Future Islands,Seasons (Waiting On You)
Kenny Chesney,Back Where I Come From
Taylor Swift,Everything Has Changed
Lee Brice,She Ain't Right
Bobby McFerrin,Don't Worry Be Happy
Luke Bryan,She Get Me High
Zara Larsson,TG4M
The Rolling Stones,Wild Horses - Remastered
AronChupa,I'm an Albatraoz
Hollywood Undead,Comin’ In Hot
Major Lazer,Pon De Floor
Thomas Rhett,Playing With Fire
Alan Jackson,Chattahoochee
Ice Cube,Gangsta Rap Made Me Do It
Fall Out Boy,Where Did The Party Go
Baby Boy Da Prince,The Way I Live - Main Explicit
Beyoncé,Video Phone
Shawn Mendes,Patience
TLC,Red Light Special
Imagine Dragons,Round And Round
Eminem,Talkin’ 2 Myself
2 Chainz,MFN Right
Selena Gomez,Me & The Rhythm
Hugo,99 Problems
Snoop Dogg,Sweat (Snoop Dogg vs. David Guetta) [Remix]
DVBBS,Not Going Home
Bibi Bourelly,Ballin
No Doubt,Hey Baby
Trinidad James,Female$ Welcomed
Majid Jordan,My Love (feat. Drake)
Chris Brown,Fine China
Local Natives,Wide Eyes
Kendrick Lamar,untitled 03 | 05.28.2013.
Linkin Park,One Step Closer
Marian Hill,Back To Me
KYLE,Nothing 2 Lose
Josh Turner,I Wouldn't Be A Man
Timbaland,Say Something (Featuring Drake)
Rita Ora,Your Song
Booker T. & the M.G.'s,Green Onions - Single/LP Version
Russ,For the Stunt
Brad Paisley,Country Nation
Hannah Montana,"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version"
Ne-Yo,When You're Mad
Melanie Martinez,Mad Hatter
Rick James,Mary Jane
Chris Young,The Man I Want to Be
Beyoncé,Mine
Supertramp,Goodbye Stranger - 2010 Remastered
Desiigner,Zombie Walk
J Boog,Let's Do It Again
Sum 41,The Hell Song
Rae Sremmurd,Start A Party
Chris Brown,Wet The Bed
Duncan Sheik,Barely Breathing
Julia Michaels,Uh Huh
George Strait,I Saw God Today
Gryffin,Feel Good (feat. Daya)
Mat Kearney,Ships In The Night
2Pac,Keep Ya Head Up
21 Savage,Rap Saved Me
Def Leppard,Rock Of Ages (2012)
Def Leppard,Love Bites
Kellie Pickler,Best Days of Your Life
Three Dog Night,Mama Told Me (Not To Come)
Pretty Ricky,Grind With Me
David Gray,This Year's Love
George Strait,Give It Away
Flight Facilities,Crave You - Adventure Club Remix
Tech N9ne,Worldwide Choppers
Saliva,Click Click Boom
Marina and the Diamonds,Lies
Jessica Simpson,I Think I'm in Love with You
Ty Dolla $ign,"Paranoid (feat. Trey Songz, French Montana and DJ Mustard) - Remix"
Khalid,Location - Remix
MiMS,Move (If You Wanna)
David Guetta,Light My Body Up (feat. Nicki Minaj & Lil Wayne)
Brett Eldredge,Love Someone
Craig Morgan,Bonfire
Aerosmith,Livin' On The Edge
Wreckx-N-Effect,Rump Shaker
Dire Straits,Walk Of Life
Montana of 300,Ice Cream Truck
Rich Chigga,Seventeen
Kodak Black,Candy Paint (feat. Bun B)
Jeremih,London
Bow Wow,Let Me Hold You
Luke Bryan,Scarecrows
Craig Morgan,More Trucks Than Cars
Charlie Worsham,Could It Be
Granger Smith,The Country Boy Song (feat. Earl Dibbles Jr.)
Logic,Ink Blot
Chicago,25 Or 6 To 4 - Remastered
Ziggy Marley,Beach in Hawaii
Imagine Dragons,Trouble
Bon Jovi,Have A Nice Day
Jon Bellion,Woodstock (Psychedelic Fiction)
Paula DeAnda,Doing Too Much - Main
Taylor Swift,Out Of The Woods
Tech N9ne,Riot Maker
N.W.A.,Dopeman - Remix
Travis Scott,outside
Lloyd,Tru
Mazzy Star,Fade Into You
The Weeknd,Losers
Ashley Tisdale,"It's Alright, It's OK"
3OH!3,STARSTRUKK (feat. KATYPERRY)
Katy Perry,Part Of Me
Hardwell,Young Again
Sia,Reaper
Kendrick Lamar,Compton
Colbie Caillat,Brighter Than The Sun
Meredith Brooks,Bitch
6LACK,Learn Ya
Arctic Monkeys,When The Sun Goes Down
Rick Ross,Sanctified
Tech N9ne,Erbody But Me
Trace Adkins,Swing
Genesis,Invisible Touch - 2007 Digital Remaster
French Montana,Don't Panic
Halsey,Coming Down
Jane's Addiction,Been Caught Stealing
LOCASH,Ring On Every Finger
Ingrid Michaelson,Can't Help Falling In Love - Recorded Live at Daytrotter
Lady Antebellum,Wanted You More
John Legend,All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit
Zac Brown Band,Let It Go
Prince,Raspberry Beret
Jesse McCartney,Body Language - featuring T-Pain
Thomas Rhett,Anthem
Olly Murs,Wrapped Up
PnB Rock,Ballin
Florida Georgia Line,Hell Raisin' Heat Of The Summer
Jasmine Thompson,Rather Be
Florida Georgia Line,Island
Shawn Mendes,Aftertaste
Smallpools,Dreaming - The Chainsmokers Remix
Eminem,White America
Alannah Myles,Black Velvet
Bon Iver,Holocene
Kid Cudi,Surfin'
Janet Jackson,That's The Way Love Goes
Lil Uzi Vert,Yamborghini Dream (feat. Young Thug)
Jay Rock,Vice City (feat. Black Hippy)
Cash Cash,Overtime
Jon Bellion,New York Soul - Pt. ii
Counting Crows,Big Yellow Taxi
Salt-N-Pepa,Whatta Man
Fergie,M.I.L.F. $
Trippie Redd,Bust Down
The Cars,Drive
Rae Sremmurd,Safe Sex Pay Checks
Soundgarden,Outshined
Jefferson Airplane,White Rabbit
Nas,The World Is Yours
Melanie Martinez,Cake
Shawn Mendes,Don't Be A Fool
Buckcherry,Crazy Bitch
EMF,Unbelievable
Carrie Underwood,Wasted
Kodaline,High Hopes
Third Eye Blind,Losing A Whole Year
Troye Sivan,WILD - XXYYXX Remix
Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix
OneRepublic,Kids
Chase Rice,Best Beers of Our Lives
Third Eye Blind,Graduate
Vampire Weekend,Horchata
Hot Chocolate,You Sexy Thing
Ricochet,Daddy's Money
2 Chainz,Where U Been?
Mac Miller,Rush Hour
Bishop Briggs,Wild Horses
The Heavy,How You Like Me Now
Florida Georgia Line,Music Is Healing
Ricegum,Its Every Night Sis
Rae Sremmurd,Just Like Us
Young Dolph,Play Wit Yo' Bitch
Trevor Jackson,Rock Wit Me (feat. IAMSU!)
Rise Against,Satellite
Florida Georgia Line,I'm In A Hurry (And Don't Know Why)
Frank Sinatra,I've Got You Under My Skin
DJDS,Why Don't You Come On
Mario Vazquez,Gallery
Foster The People,Waste
Van Halen,Eruption - 2015 Remastered Version
J. Cole,Born Sinner
Brad Paisley,Old Alabama
Rush,YYZ
Young Money,Lookin Ass
Tom Petty and the Heartbreakers,Refugee
Major Lazer,"Bubble Butt (feat. Bruno Mars, Tyga & Mystic)"
Odd Future,Oldie
Childish Gambino,We Ain't Them
Empire Cast,Drip Drop (feat. Yazz and Serayah McNeill)
Joey Bada$$,LEGENDARY (feat. J. Cole)
Musiq Soulchild,Just Friends (Sunny)
Sean Paul,Got 2 Luv U (feat. Alexis Jordan)
OneRepublic,Preacher
Future,Lookin Exotic
Kendrick Lamar,untitled 01 | 08.19.2014.
